idMso	Exists in Office 2010	Exists in Office 2013
SelectionToMathConvert	0	1
SelectionToTextConvert	0	1
SendAccountGallery	0	1
SendAgain	1	1
SendAll	1	1
SendAsAttachmentToMailRecipient	1	1
SendAsLink	1	1
SendAsPDFAttachment	1	0
SendAsPdfAttachment	0	1
SendAsXPSAttachment	1	0
SendAsXpsAttachment	0	1
SendBackwardFlyout	1	0
SendBackwardMasterFlyout	1	0
SendBackwardMasterMenu	0	1
SendCalendar	1	1
SendCalendarViaEmail	1	1
SendContactMenu	1	1
SendCopyCheckNames	1	1
SendCopyFlag	1	1
SendCopyOptions	1	1
SendCopySelectNames	1	1
SendCopySendNow	1	1
SendCopySendToMailRecipient	1	1
SendDefault	1	1
SendEmailToMembers	1	1
SendGrooveMessage	1	1
SendItem	1	1
SendLatestVersion	1	0
SendMeetingUpdate	0	1
SendMessageMenu	1	1
SendNotesAsAttachment	1	1
SendNotesToBlog	0	1
SendNotesToWord	0	1
SendNotesViaEmail	0	1
SendOptionsGallery	0	1
SendPdf	0	1
SendReceiveAll	1	1
SendReceiveMenu	1	1
SendStatusReport	1	1
SendToMasterPage	1	1
SendToMenu	1	1
SendToMenuOneNote	0	1
SendToSharePointDesigner	0	1
SendUpdate	1	1
SendWebPageByEmail	1	1
ServerConnection	1	1
ServerFilterApply	1	1
ServerFilterByForm	1	1
ServerProperties	1	1
ServerRestoreSqlDatabase	1	1
SetAlerts	0	1
SetAlertsForTool	0	1
SetAlertsForWorkspace	1	1
SetAlertsMenu	1	1
SetAsCustomMasterPage	1	1
SetAsDefault	1	1
SetAsDefaultMasterPage	1	1
SetBackgroundImage	1	1
SetBaselineMenu	1	1
SetDataTypeLabel	1	1
SetDatabasePassword	1	1
SetFieldAsTitle	1	1
SetHomePage	1	1
SetLanguage	1	1
SetPertWeights	1	1
SetRoles	1	1
SetSplitSize	1	0
SetStartPage	1	1
SetupClassicOffline	1	1
ShadingColorPicker	1	1
ShadingColorsMoreColorsDialog	1	1
ShadingPicker	0	1
Shadow	1	1
ShadowColorGallery	0	1
ShadowColorPickerClassic	1	1
ShadowColorSplitDropdown	1	0
ShadowFont	1	0
ShadowNudgeDownClassic	1	1
ShadowNudgeLeftClassic	1	1
ShadowNudgeRightClassic	1	1
ShadowNudgeUpClassic	1	1
ShadowOnOrOffClassic	1	1
ShadowOptionsDialog	1	1
ShadowStyle	1	1
ShadowStyleGalleryClassic	1	1
ShapeActions	1	0
ShapeArc	1	1
ShapeBasicsHelp	1	1
ShapeBehavior	1	1
ShapeChangeShapeGallery	1	1
ShapeCloud	1	1
ShapeColorAndThickness	1	1
ShapeComment	1	0
ShapeConnectorStyleCurved	1	1
ShapeConnectorStyleElbow	1	1
ShapeConnectorStyleMenu	1	1
ShapeConnectorStyleStraight	1	1
ShapeConvertToFreeform	1	1
ShapeCurve	1	1
ShapeData	1	1
ShapeDataWindow	0	1
ShapeDataWindowShowHide	0	1
ShapeDonut	1	1
ShapeDoubleClick	1	0
ShapeDownArrow	1	1
ShapeEffectsMenu	1	1
ShapeElbowConnector	1	1
ShapeElbowConnectorArrow	1	1
ShapeExtensions	1	1
ShapeFillColorPicker	1	1
ShapeFillColorPickerClassic	1	1
ShapeFillEffectMoreTexturesDialogClassic	1	1
ShapeFillEffectPatternClassic	0	1
ShapeFillGradientGalleryClassic	1	1
ShapeFillMoreGradientsDialog	1	1
ShapeFillTextureGallery	1	1
ShapeFreeform	1	1
ShapeHeart	1	1
ShapeHeight	1	1
ShapeHelp	1	1
ShapeIsoscelesTriangle	1	1
ShapeLeftArrow	1	1
ShapeLeftBrace	1	1
ShapeLightningBolt	1	1
ShapeName	0	1
ShapeOutlineColorPicker	1	1
ShapeOval	1	1
ShapeProtection	0	1
ShapeQuickStylesHome	1	1
ShapeRectangle	1	1
ShapeReports	0	1
ShapeRerouteConnectors	1	1
ShapeRightArrow	1	1
ShapeRightBrace	1	1
ShapeRoundedRectangle	1	1
ShapeRoundedRectangularCallout	1	1
ShapeScribble	1	1
ShapeSeal16	1	1
ShapeSeal24	1	1
ShapeSeal8	1	1
ShapeSheetAddSection	1	0
ShapeSheetChangeRowType	1	1
ShapeSheetClose	1	1
ShapeSheetDeleteRow	1	1
ShapeSheetDeleteSection	1	1
ShapeSheetEditFormula	1	1
ShapeSheetExpandRow	1	1
ShapeSheetFormula	1	1
ShapeSheetInsertRow	1	1
ShapeSheetInsertRowAfter	1	1
ShapeSheetInsertSection	0	1
ShapeSheetPickFunction	1	0
ShapeSheetPickName	1	0
ShapeSheetShapeAction	1	1
ShapeSheetShowFormulas	1	1
ShapeSheetShowSections	1	1
ShapeSheetShowTraceWindow	1	0
ShapeSheetShowValues	1	1
ShapeSheetTraceBack	1	0
ShapeSheetTraceForward	1	0
ShapeSmileyFace	1	1
ShapeStar	1	1
ShapeStraightConnector	1	1
ShapeStraightConnectorArrow	1	1
ShapeStudio	1	1
ShapeStyles	1	0
ShapeStylesGallery	1	1
ShapeStylesGalleryClassic	1	1
ShapeTransparency	1	1
ShapeUpArrow	1	1
ShapeWidth	1	1
ShapesCombine	0	1
ShapesDuplicate	1	1
ShapesFragment	0	1
ShapesInsertGallery	1	1
ShapesIntersect	0	1
ShapesMoreShapes	1	1
ShapesObjectCombine	0	1
ShapesObjectFragment	0	1
ShapesObjectIntersect	0	1
ShapesObjectJoin	0	1
ShapesObjectOffset	0	1
ShapesObjectSubtract	0	1
ShapesObjectTrim	0	1
ShapesObjectUnion	0	1
ShapesSubtract	0	1
ShapesUnion	0	1
ShapesWindow	1	1
ShareBuildingBlock	1	0
ShareCalendar	1	1
ShareCalendarFolder	1	1
ShareContactsFolder	1	1
ShareFolder	1	0
ShareJournalFolder	1	1
ShareMailFolder	1	1
ShareNotebookOnWeb	1	1
ShareNotesFolder	1	1
SharePointListGoTo	0	1
SharePointListRefreshSchema	0	1
SharePointListSettings	0	1
SharePointListsDiscardAllChanges	1	1
SharePointListsDiscardAllChangesAndRefresh	1	1
SharePointListsDiscardChangesMenu	1	1
SharePointListsWorkOffline	1	1
SharePointOfflineGiveFeedback	1	1
SharePointSiteRecycleBin	1	1
SharePointSiteTemplate	1	0
SharePointWorkflowExport	0	1
SharePointWorkflowImport	0	1
ShareProjectOnline	0	1
ShareTaskFolder	1	1
ShareTemplate	1	0
ShareThisNotebook	1	1
ShareWithBuildingBlockCommunity	0	1
ShareWithMeeting	0	1
ShareWithNetwork	0	1
ShareWithPeople	0	1
ShareWithTemplateCommunity	0	1
SharedBorderProperties	1	0
SharedImageBrowse	0	1
SharedImageGallery	1	1
SharedNotesExists	0	1
SharingCategory	0	1
SharingNone	1	1
SharingOpenCalendarFolder	1	1
SharingOpenContactFolder	1	1
SharingOpenDocumentFolder	1	1
SharingOpenICalendar	1	1
SharingOpenJournalFolder	1	1
SharingOpenMailFolder	1	1
SharingOpenMenu	1	1
SharingOpenNotesFolder	1	1
SharingOpenPublishedCalendar	1	1
SharingOpenRssFeed	1	1
SharingOpenTaskFolder	1	1
SharingOpenWebCalendar	1	1
SharingOpenWssCalendar	1	1
SharingOpenWssContactList	1	1
SharingOpenWssDiscussionList	1	1
SharingOpenWssDocumentList	1	1
SharingOpenWssTaskList	1	1
SharingPermissions	1	1
SharingPreviewPublishedCalendar	1	1
SharingPreviewWssCalendar	1	1
SharingPreviewWssContactList	1	1
SharingPreviewWssDiscussionList	1	1
SharingPreviewWssDocumentList	1	1
SharingPreviewWssTaskList	1	1
SharingRecommendation	1	1
SharingRequestAllow	1	1
SharingRequestDeny	1	1
SheetBackground	1	1
SheetColumnsDelete	1	1
SheetColumnsDeleteTouch	0	1
SheetColumnsInsert	1	1
SheetColumnsInsertTouch	0	1
SheetDelete	1	1
SheetInsert	1	1
SheetProtect	1	1
SheetRowsDelete	1	1
SheetRowsDeleteTouch	0	1
SheetRowsInsert	1	1
SheetRowsInsertTouch	0	1
SheetSelectionRestore	1	0
SheetTabColorMoreColorsDialog	1	1
ShowActivitesPage	1	0
ShowAllEvents	1	1
ShowAllEventsMacros	1	1
ShowAllFieldsPage	1	1
ShowAllHyperlinks	1	0
ShowAllLabels	1	1
ShowAppointmentPage	1	1
ShowAutoShapesAndDrawingBars	1	1
ShowBcc	1	1
ShowBlockSelection	1	1
ShowCertificatesPage	1	1
ShowChanges	1	0
ShowClipboard	1	1
ShowCommentGutter	0	1
ShowCommentMark	1	1
ShowCommentsMenu	0	1
ShowConditionalFormattingTaskPane	0	1
ShowContactPage	1	1
ShowCustomActionsPage	1	1
ShowCustomPage	1	1
ShowCustomPropertiesPage	1	1
ShowDataGallery	1	0
ShowDetailsPage	1	1
ShowDisplayNoneMark	1	1
ShowDrawingPage	1	0
ShowEmptyContainers	1	1
ShowEnvelope	0	1
ShowFieldUnderlinePub	1	0
ShowFields	1	1
ShowFloatingMark	1	1
ShowFormRegionPage	1	1
ShowFormattingMark	1	1
ShowFormulaTracingWindow	0	1
ShowFormulas	1	1
ShowFreeItems	1	0
ShowFrom	1	1
ShowGrid	0	1
ShowGridOutlook	1	1
ShowGridlines_HideGridlines	1	1
ShowGuides	0	1
ShowHiddentFormFieldMark	1	1
ShowHideChartDataPane	0	1
ShowHideContent	1	1
ShowHideLayoutTool	1	1
ShowHideList	1	1
ShowHideMembers	1	1
ShowHidePageNav	1	0
ShowHidePeople	1	1
ShowHideScratchArea	1	0
ShowHideTableDataPane	0	1
ShowHotspots	1	1
ShowIgnoredTaskWarnings	1	0
ShowJournalPage	1	1
ShowLineBreakMark	1	1
ShowLogicManager	1	1
ShowMacroCatalog	1	1
ShowMailTipOptionDialog	1	1
ShowMargins	1	1
ShowMarginsAndPadding	1	1
ShowMeasurements	1	0
ShowMembersPage	1	1
ShowMessage	1	1
ShowMessageBar	1	1
ShowMessagePage	1	1
ShowMessagesFromAllFoldersWithIcon	0	1
ShowNbspMark	1	1
ShowNodeProperties	1	0
ShowNotes	0	1
ShowNotesPage	1	1
ShowOnNewButton	1	1
ShowOutlineMenu	1	0
ShowPageBreaks	0	1
ShowPageVersions	1	0
ShowParagraphMark	1	1
ShowPicturesToolbar	1	1
ShowPivotChartFieldButtons	1	0
ShowPivotChartFieldButtonsMenu	1	0
ShowPodium	0	1
ShowProgress	1	1
ShowPropertyPanel	1	1
ShowRemindersWindow	1	1
ShowReviewerGallery	1	0
ShowRuler	1	1
ShowRulerSpd	1	1
ShowRulerVisio	0	1
ShowSchedulingPage	1	1
ShowScratchArea	1	1
ShowScriptBlockMark	1	1
ShowShapeSheet	0	1
ShowShapeSheetDocument	1	1
ShowShapeSheetPage	1	1
ShowShapeSheetShape	0	1
ShowSharePage	1	1
ShowSmartTag	1	0
ShowSortTableRowsDialog	0	1
ShowStepNavigator	1	1
ShowStylesMenu	1	1
ShowTableAltTextDialog	1	1
ShowTagMark	1	1
ShowTaskDetailsPage	1	1
ShowTaskPage	1	1
ShowTaskSuggestions	1	0
ShowTaskWarnings	1	0
ShowTemplateRegionLabel	1	1
ShowTimeAsGallery	1	1
ShowTimeZones	1	1
ShowTrackingPage	1	1
ShowTrackingPageSplitMenu	1	1
ShowVersionsHistory	1	1
ShowVisibleBorders	1	1
ShowVisualAids	1	1
ShowWebPartZoneBorders	1	1
ShowWorkHourOnly	1	1
SideBySide	1	1
SideBySideCalendar	1	1
SignatureGallery	0	1
SignatureInsertMenu	1	1
SignatureLineInsert	1	1
SignatureLineInsertMenu	1	1
SignatureShow	1	1
SignaturesLoading	1	1
SinglePage	1	0
SingleSpacing	1	0
SiteAddNewColumnMenu	0	1
SiteClientOpenInBrowser	1	1
SiteCollectionAdmins	1	1
SiteColumn	0	1
SiteColumnActionsChangeType	0	1
SiteColumnActionsColumnSettings	0	1
SiteColumnActionsRemove	0	1
SiteColumnActionsValidationSettings	0	1
SiteColumnAdminEditable	0	1
SiteColumnAdminPushChanges	0	1
SizeAndPositionWindow	0	1
SizeChartWithWindow	1	1
SizeHeader	1	1
SizeMenu	1	1
SizePosWindow	1	0
SizeSpaceMenu	1	1
SizeToControlHeight	1	1
SizeToControlHeightAndWidth	1	1
SizeToControlWidth	1	1
SizeToFit	1	1
SizeToFitAccess	1	1
SizeToGridAccess	1	1
SizeToGridOutlook	1	1
SizeToNarrowest	1	1
SizeToShortest	1	1
SizeToTallest	1	1
SizeToWidest	1	1
SketchpadToolArrangeMenu	1	1
SketchpadToolBackgroundMenu	1	1
SketchpadToolBringForward	1	1
SketchpadToolBringToFront	1	1
SketchpadToolDeleteBackground	1	1
SketchpadToolInsertBackground	1	1
SketchpadToolNewSketch	1	1
SketchpadToolSendBackward	1	1
SketchpadToolSendToBack	1	1
SkewerClick	1	1
SkipOccurrence	1	1
SlabAnalyzeDatabase	1	0
SlabCompressMedia	1	0
SlabDocUpdatesAvailable	1	0
SlabDocUpdatesAvailableSaveAndReview	1	1
SlabDocUpdatesAvailableSaveAndUpdateIcon	1	1
SlabGrow	1	1
SlabJunkMailOptions	1	1
SlabMailboxSize	1	0
SlabMaximizePlayback	1	0
SlabMessageResendRecall	1	0
SlabRulesAndAlerts	1	0
SlabShrink	1	1
SlabUpgradeOLC	1	0
SlabWorkflows	1	0
Slack	1	1
SlicerClearFilter	0	1
SlicerClearFilterTouch	0	1
SlicerColumnWidth	1	1
SlicerConnectionsMenu	0	1
SlicerCopy	1	1
SlicerCreate	0	1
SlicerCreateNewStyle	0	1
SlicerCut	1	1
SlicerDelete	1	1
SlicerDeleteTouch	0	1
SlicerFrozenCount	1	0
SlicerFrozenDropdown	1	0
SlicerInsert	0	1
SlicerInsertMenu	0	1
SlicerNumberOfColumns	0	1
SlicerRefresh	1	1
SlicerRowHeight	1	1
SlicerSettings	1	1
SlicerShare	0	1
SlicerSharePivotTable	1	0
SlicerSortDown	1	1
SlicerSortUp	1	1
SlicerStyles	0	1
SlicerStylesGallery	1	0
SlideBackgroundFormatDialog	1	1
SlideBackgroundReset	1	1
SlideBackgroundStylesGallery	1	1
SlideDelete	1	1
SlideHide	1	1
SlideLayoutGallery	1	1
SlideMasterChartPlaceholderInsert	1	1
SlideMasterClipArtPlaceholderInsert	1	1
SlideMasterContentPlaceholderInsert	1	1
SlideMasterDiagramPlaceholderInsert	1	1
SlideMasterInsertLayout	1	1
SlideMasterInsertPlaceholderMenu	1	1
SlideMasterMasterLayout	1	1
SlideMasterMediaPlaceholderInsert	1	1
SlideMasterPicturePlaceholderInsert	1	1
SlideMasterPreserveMaster	1	1
SlideMasterRenameMaster	1	1
SlideMasterShowFooters	1	1
SlideMasterTablePlaceholderInsert	1	1
SlideMasterTextPlaceholderInsert	1	1
SlideMasterVerticalContentPlaceholderInsert	1	1
SlideMasterVerticalTextPlaceholderInsert	1	1
SlideMiniature	1	1
SlideNew	1	1
SlideNewGallery	1	1
SlideNewGalleryInsert	0	1
SlideOrientationGallery	1	1
SlideReset	1	1
SlideShowCustom	1	1
SlideShowCustomMenu	1	1
SlideShowFromBeginning	1	1
SlideShowFromCurrent	1	1
SlideShowInAWindow	1	1
SlideShowRehearseTimings	1	1
SlideShowResolutionGallery	1	1
SlideShowSetUpDialog	1	1
SlideShowShowPresentationOnGallery	1	1
SlideShowUsePresenterView	1	1
SlideShowUseRehearsedTimings	1	1
SlideShowVolume	1	1
SlideThemesGallery	1	1
SlideTransitionApplyToAll	1	1
SlidesFromOutline	1	1
SlidesPerPage1Slide	1	1
SlidesPerPage2Slides	1	1
SlidesPerPage3Slides	1	1
SlidesPerPage4Slides	1	1
SlidesPerPage6Slides	1	1
SlidesPerPage9Slides	1	1
SlidesPerPageGallery	1	1
SlidesPerPageSlideOutline	1	1
SlidesReuseSlides	1	1
SlideshowBroadcastMenu	0	1
Slippage	1	1
SmallEraser	0	1
SmallIcons	1	1
SmartAlign	1	1
SmartAlignAndSpace	1	0
SmartArtAddAssistant	1	1
SmartArtAddBullet	1	1
SmartArtAddShape	1	1
SmartArtAddShapeAbove	1	1
SmartArtAddShapeAfter	1	1
SmartArtAddShapeBefore	1	1
SmartArtAddShapeBelow	1	1
SmartArtAddShapeMenu	1	1
SmartArtAddShapeSplitMenu	1	1
SmartArtChangeColorsGallery	1	1
SmartArtChangeLayout	1	1
SmartArtConvedrtToText	0	1
SmartArtConvertToShapes	0	1
SmartArtDecreaseFontSize	1	1
SmartArtDemote	1	1
SmartArtEditIn2D	1	1
SmartArtGraphicsShapesGiveFeedback	1	1
SmartArtIncreaseFontSize	1	1
SmartArtInsert	1	1
SmartArtInsertBulletRTL	1	1
SmartArtLargerShape	1	1
SmartArtLayoutGallery	1	1
SmartArtMoreLayoutsDialog	1	1
SmartArtOrganizationChartBoth	1	1
SmartArtOrganizationChartLeftHanging	1	1
SmartArtOrganizationChartMenu	1	1
SmartArtOrganizationChartRightHanging	1	1
SmartArtOrganizationChartStandard	1	1
SmartArtPromote	1	1
SmartArtRecolorImages	1	1
SmartArtReorderDown	1	1
SmartArtReorderUp	1	1
SmartArtResetGraphic	1	1
SmartArtResetShape	1	1
SmartArtRightToLeft	1	1
SmartArtSmallerShape	1	1
SmartArtStylesGallery	1	1
SmartArtTextPane	1	1
SmartSpace	1	1
SnapGlue	1	0
SnapToAlignBox	1	0
SnapToAlignmentBox	0	1
SnapToDrawingAids	1	1
SnapToDynamicGrid	1	0
SnapToGrid	1	1
SnapToGridSpd	1	1
SnapToGridVisio	0	1
SnapToGuides	1	1
SnapToIntersections	1	0
SnapToObjects	1	1
SnapToRulerSubdivisions	0	1
SnapToRulers	1	0
SnapToShapeIntersections	0	1
SnapToShapes	1	1
SnapToggle	0	1
SocialAccountSettings	0	1
SoftEdgesMoreOptions	0	1
SoftEdgesOptionsDialog	1	0
SomeTablesDisconnected	1	1
Sort	1	1
SortAndFilterAdvanced	1	1
SortAndGroup	1	1
SortAscendingExcel	1	1
SortAscendingWord	1	1
SortByDate	1	1
SortByDialog	1	1
SortClear	1	1
SortCustomExcel	1	1
SortDescendingExcel	1	1
SortDescendingWord	1	1
SortDialog	1	1
SortDialogClassic	1	1
SortDown	1	1
SortFilterMenu	1	1
SortFoldersAtoZ	0	1
SortGallery	1	1
SortMenu	0	1
SortRemoveAllSorts	1	1
SortSelectionMenu	1	1
SortUp	1	1
SoundInsertFromClipOrganizer	0	1
SoundInsertFromFile	1	1
SoundInsertMenu02	0	1
SoundMaximumFileSize	1	1
SoundPlaySoundGallery	1	1
SourceControlAddDatabase	1	1
SourceControlAddObjects	1	1
SourceControlCheckIn	1	1
SourceControlCheckOut	1	1
SourceControlCreateDatabaseFromProject	1	1
SourceControlGetLatestVersion	1	1
SourceControlOptions	1	1
SourceControlProperties	1	1
SourceControlRefreshStatus	1	1
SourceControlRun	1	1
SourceControlShareObjects	1	1
SourceControlShowDifferences	1	1
SourceControlShowHistory	1	1
SourceControlUndoCheckOut	1	1
SourceSafeQuickCheckIn	1	1
SourceSafeQuickCheckout	1	1
SourceSafeQuickUndoCheckOut	1	1
SpacingDouble	0	1
SpacingHeader	1	1
SpacingOneAndHalf	0	1
SpacingSingle	0	1
Spade	1	1
SparkLineNegativePointColorPicker	0	1
SparklineAccentColorMenu	1	1
SparklineAxisMenu	1	1
SparklineClearSelected	0	1
SparklineClearSelectedGroups	0	1
SparklineColorPicker	0	1
SparklineColorStyleGallery	1	1
SparklineColumnInsert	0	1
SparklineConvertToColumn	1	1
SparklineConvertToLine	1	1
SparklineConvertToWinLoss	1	1
SparklineCustomWeight	1	1
SparklineEditLocationAndData	0	1
SparklineFirstPointColorPicker	0	1
SparklineFirstPointMoreColors	0	1
SparklineHiddenAndEmptyCells	1	0
SparklineHighPointColorPicker	0	1
SparklineHighPointMoreColors	0	1
SparklineLastPointColorPicker	0	1
SparklineLastPointMoreColors	0	1
SparklineLineInsert	0	1
SparklineLineWeightGallery	1	1
SparklineLowPointColorPicker	0	1
SparklineLowPointMoreColors	0	1
SparklineMarkerColorPicker	0	1
SparklineMarkerMoreColors	0	1
SparklineMoreColors	1	1
SparklineMoreFirstPointColors	1	0
SparklineMoreHighPointColors	1	0
SparklineMoreLastPointColors	1	0
SparklineMoreLowPointColors	1	0
SparklineMoreMarkerColors	1	0
SparklineMoreNegativePointColors	1	0
SparklineNegativePointMoreColors	0	1
SparklineStyleGallery	1	0
SparklineTypeGallery	1	1
SparklineWinLossInsert	0	1
SparklinesGroupSelected	0	1
SparklinesUngroupSelected	0	1
SpeakByColumns	1	1
SpeakByRows	1	1
SpeakCells	1	1
SpeakOnEnter	1	1
SpeakStop	1	1
SpeakerNotes	1	1
Special	1	0
SpecialTable	1	0
SpeechAlternatives	0	1
SpeechMicrophone	1	1
SpellCheck	0	1
SpellCheckButton	1	0
Spelling	1	1
SpellingAccess	1	1
SpellingAndGrammar	1	1
SpellingMenu	1	1
SpinnerAudioFadeIn	1	0
SpinnerAudioFadeOut	1	0
SpinnerVideoFadeIn	1	0
SpinnerVideoFadeOut	1	0
SplitBarSet	1	0
SplitCellHorizontally	1	1
SplitCellVertically	1	1
SplitCells	1	1
SplitCellsMenu	1	1
SplitFrame	1	0
SplitHorizontally	1	1
SplitTable	1	1
SplitVertically	1	1
SplitView	1	1
SplitViewCreate	1	1
SplitViewRemove	1	0
SqlSpecificMenu2	1	1
StampTool	1	1
StarRatedEmpty	1	1
StarRatedFull	1	1
StarRatedHalf	1	1
StarUnratedEmpty	1	1
StarUnratedFull	1	1
StartAfterPrevious	1	1
StartAudioGallery	1	0
StartInking	1	1
StartNumberingDialog	0	1
StartOfDocument	1	1
StartOfLine	1	1
StartTimer	1	1
StartVideoGallery	1	0
StatusBarTruncateWarning	0	1
StatusDate	1	1
StencilClose	1	1
StencilExplorer	1	1
Stop	1	0
StopAnimation	0	1
StopLeftToRight	1	1
StopLtrDown	1	1
StopLtrFocus	1	1
StopLtrHover	1	1
StopMovingConversation	1	1
StopRtl	1	1
StopRtlDown	1	1
StopRtlFocus	1	1
StopRtlHover	1	1
StopSyncing	1	0
StorageCategory	0	1
Strikethrough	1	1
StrokeEraser	0	1
StrokeEraserOneNote	0	1
Style	1	0
StyleExplorer	1	1
StyleGalleryClassic	1	1
StyleLabel	1	1
StyleMenu	0	1
StylesDialogClassic	1	1
StylesManageStyles	1	1
StylesModifyStyle	1	1
StylesPane	1	1
StylesPaneNewStyle	1	1
StylesStyleInspector	1	1
StylesStyleSeparator	1	1
StylesStyleVisibility	1	1
StylisticAlternate	1	1
StylisticSetsMenu	1	1
StylisticSetsMenuWord	0	1
SubConvert	0	1
SubdocumentOpen	1	1
SubformInNewWindow	1	1
SubformMenu	1	1
SubmitFormInfoPath	0	1
SubmitOptions	0	1
SubmitTB	1	0
SubprocessCreateFromSelection	0	1
SubprocessCreateNew	0	1
SubprocessLinkToExisting	0	1
SubprojectInsert	1	1
SubscriberOptions	1	1
Subscript	1	1
SubtractShapes	1	0
SuggestPivot	0	1
SuggestedScheduleShow	1	0
SummarizeSlide	1	1
SummaryResourceAssignmentRefresh	1	0
SummaryTaskInsert	1	1
SummaryTasks	1	1
Superscript	1	1
SuppressAlerts	1	1
SwapPictureMenu	1	0
Swash	1	1
SwitchSingleTwoPageMaster	1	0
SwitchSparklineRowColumn	1	1
SwitchToMouseMode	0	1
SwitchToTextBasedView	0	1
SwitchToTouchMode	0	1
SwitchToVisualView	0	1
SxNewPivotChartAndTable	0	1
SymbolGalleryPub	1	1
SymbolInsert	1	1
SymbolInsertGallery	1	1
SymbolsDialog	1	1
SyncAll	1	1
SyncAllMarked	1	1
SyncConnectedTool	1	1
SyncData	1	1
SyncMenu	1	1
SyncMenuSharePointFilesToolO12	1	1
SyncNow	1	1
SyncSchedule	1	0
SyncSettingsMenu	1	1
SyncStatusAndSettings	1	0
SyncStatusIncomplete	0	1
SyncStatusOffline	0	1
SyncStatusUpToDate	0	1
SyncThisfolderMarked	1	1
SyncThisfolderMarkedSplit	1	1
SyncTool	0	1
SynchronizationStatus	0	1
Synchronize	0	1
SynchronizeAll	1	1
SynchronizeApplicationChanges	1	1
SynchronizeData	1	1
SynchronizeHtml	1	1
SynchronizeWithSite	1	0
SyncingMenu	0	1
T	1	1
TabCalendarFormat	1	1
TabGanttChartFormat	1	1
TabGiveFeedback	1	1
TabIconEditor	1	0
TabLayoutProject	1	1
TabListToolRichText	1	1
TabNetworkDiagramFormat	1	1
TabOrder	1	1
TabPageDesign	1	0
TabPrint	0	1
TabProject	1	1
TabReportDesign	1	1
TabReportOverview	0	1
TabResSchedulingViewOptions	1	1
TabResource	1	1
TabResourceFormViewFormat	1	1
TabResourceGraphFormat	1	1
TabResourceSheetViewFormat	1	1
TabResourceUsageViewFormat	1	1
TabSendReceive	0	1
TabSetCalendar	1	1
TabSetGanttChart	1	1
TabSetNetworkDiagram	1	1
TabSetResourceFormView	1	1
TabSetResourceGraph	1	1
TabSetResourceSheetview	1	1
TabSetResourceUsageView	1	1
TabSetTaskFormFields	1	0
TabSetTaskFormView	1	1
TabSetTaskOutcomes	1	0
TabSetTaskSheetView	1	1
TabSetTaskUsageView	1	1
TabSetTeamPlanner	1	1
TabSetTimelineView	1	1
TabShape	1	1
TabShapeSheetDesign	1	0
TabStencil	1	0
TabTaskFormFields	1	1
TabTaskFormFieldsContextual	1	0
TabTaskFormViewFormat	1	1
TabTaskOutcomes	1	1
TabTaskOutcomesContextual	1	0
TabTaskSheetViewFormat	1	1
TabTaskSheetViewReport	1	1
TabTaskUsageViewFormat	1	1
TabTaskUsageViewReport	1	1
TabTeamPlannerFormat	0	1
TabTimelineLayout	1	1
TabTimelineViewFormat	1	1
TabViewStuffProject	1	0
TableAutoFitContents	1	1
TableAutoFitContentsSpd	1	1
TableAutoFitFixedColumnWidth	1	1
TableAutoFitMenu	1	1
TableAutoFitWindow	1	1
TableAutoFormat	1	1
TableAutoFormatStyle	1	1
TableBackgroundGallery	1	1
TableBackgroundPictureFill	1	1
TableBorderColorMoreColorsDialog	1	1
TableBorderPenColorPicker	1	1
TableBordersHide	0	1
TableBordersMenu	1	1
TableCellAlignBottom	1	1
TableCellAlignBottomCenter	1	1
TableCellAlignBottomLeft	1	1
TableCellAlignBottomRight	1	1
TableCellAlignCenterVertically	1	1
TableCellAlignMiddleCenter	1	1
TableCellAlignMiddleLeft	1	1
TableCellAlignMiddleRight	1	1
TableCellAlignTop	1	1
TableCellAlignTopCenter	1	1
TableCellAlignTopLeft	1	1
TableCellAlignTopRight	1	1
TableCellAlignmentGallery	0	1
TableCellCustomMarginsDialog	1	1
TableCellDiagonalsDialog	1	1
TableCellMarginsGallery	1	1
TableCellPaddingModify	0	1
TableChangeToMenu	0	1
TableChangeToMenuMenu	1	0
TableColumnSelect	1	1
TableColumnWidth	1	1
TableColumnsDelete	1	1
TableColumnsDeleteExcel	1	1
TableColumnsDistribute	1	1
TableColumnsGallery	1	1
TableColumnsInsertLeft	1	1
TableColumnsInsertLeftExcel	1	1
TableColumnsInsertRight	1	1
TableColumnsInsertRightExcel	1	1
TableConvertToRange	1	1
TableDataMode	1	1
TableDataPane	0	1
TableDelete	1	1
TableDeleteColumns	1	1
TableDeleteColumnsInfoPath	0	1
TableDeleteFields	0	1
TableDeleteRows	1	1
TableDeleteRowsAndColumnsMenu	1	1
TableDeleteRowsAndColumnsMenuWord	1	1
TableDeleteRowsInfoPath	0	1
TableDeleteTableInfoPath	0	1
TableDesign	1	1
TableDivideDown	1	1
TableDivideDownRTL	1	1
TableDivideUp	1	1
TableDivideUpRTL	1	1
TableDrawBorderPenStyle	1	1
TableDrawBorderPenWeight	1	1
TableDrawTable	1	1
TableEffectsCellBevelGallery	1	1
TableEffectsMenu	1	1
TableEraser	1	1
TableExcelSpreadsheetInsert	1	1
TableExportMenu	1	1
TableExportTableToSharePointList	1	1
TableExportTableToVisioPivotDiagram	1	1
TableFillColorMoreColorsDialog	1	1
TableFillColorPicker	1	1
TableFind	1	1
